state,postcode,individuals,taxable_individuals,total_taxable_income,avg_taxable_income,median_taxable_income,rank_australia,rank_state
WA,6720,1373,1367,145493852,105968,101454,152,25
WA,6721,2802,2789,330411650,117920,100534,93,12
WA,6722,6658,6605,657728281,98788,88696,203,34
WA,6725,7601,7528,574026869,75520,65016,674,155
WA,6726,2830,2801,209348396,73975,62443,753,172
WA,6728,2092,2068,141125916,67460,57645,1131,255
WA,6740,488,483,29706267,60874,48865,1588,307
WA,6743,3687,3659,273554528,74194,63858,737,168
WA,6751,1756,1743,192243837,109478,109300,134,22
WA,6753,2714,2698,263121008,96950,85595,218,37
WA,6754,823,817,94002891,114220,129794,107,16
WA,6760,124,123,8729864,70402,59424,945,224
WA,6765,998,990,54241352,54350,39598,2101,340
WA,6770,939,928,51871734,55241,44649,2037,337
WA,6798,845,843,73702875,87222,85522,350,66
WA,6799,272,272,18078815,66466,60517,1195,267
WA,6904,97,96,11629368,119890,60452,85,8
WA,6936,79,79,4513388,57131,54676,1869,331
WA,6951,76,74,7901357,103965,78845,168,28
